"key","en","cs"
"the_cave_leggings_tank_hard.name","&c[Hard] Boiled Leggings","&c[Těžké] Vařené kalhoty"
"the_cave_leggings_tank_mythic.lore[0]","&cThey offer good protection but they're kinda stiff.","&cNabízejí dobrou ochranu, ale jsou trochu tuhé."
"the_cave_leggings_tank_mythic.name","&c[Mythical] Boiled Leggings","&c[Mytické] Vařené kalhoty"
"the_cave_leggings_tank_normal.lore[0]","&cThey offer good protection but they're kinda stiff.","&cNabízejí dobrou ochranu, ale jsou trochu tuhé."
"the_cave_leggings_tank_normal.name","&c[Normal] Boiled Leggings","&c[Normální] Vařené kalhoty"
"the_cave_lore_note_the_boiler.lore[0]","&4Deef eht oliebr yna gnuy seno taht od ton evah eht nehsi.","&4Deef eht oliebr yna gnuy seno taht od ton evah eht nehsi."
"the_cave_lore_note_the_boiler.lore[1]","&4Od ton deef ti yna eldre seno. Eht oliebr sdeen nrutriceg","&4Od ton deef ti yna eldre seno. Eht oliebr sdeen nrutriceg"
"the_cave_lore_note_the_boiler.lore[2]","&4segniney taht ylno regnuoy sgnnieb nac edorvip.","&4segniney taht ylno regnuoy sgnnieb nac edorvip."
"the_cave_lore_note_the_boiler.lore[3]","&4Esleorwi,ti lliw esol sti taeh dna wolg.","&4Esleorwi,ti lliw esol sti taeh dna wolg."
"the_cave_lore_note_the_boiler.name","&4Crispy Coded Note","&4Křupavá šifrovaná poznámka"
"the_cave_mace_hard.lore[0]","&cA heavy weapon covered in","&cTěžká zbraň pokrytá"
"the_cave_mace_hard.lore[1]","&cslimy residue from The Boiler.","&cslizovým zbytkem z Varné nádoby."
"the_cave_mace_hard.lore[2]","&cIt sticks to enemies on impact.","&cPři dopadu se lepí na nepřátele."
"the_cave_mace_hard.name","&c[Hard] Slimed Maul","&c[Těžký] Slizový palcát"
"the_cave_mace_mythic.lore[0]","&cA heavy weapon covered in","&cTěžká zbraň pokrytá"
"the_cave_mace_mythic.lore[1]","&cslimy residue from The Boiler.","&cslizovým zbytkem z Varné nádoby."
"the_cave_mace_mythic.lore[2]","&cIt sticks to enemies on impact.","&cPři dopadu se lepí na nepřátele."
"the_cave_mace_mythic.name","&c[Mythic] Slimed Maul","&c[Mytický] Slizový palcát"
"the_cave_mace_normal.lore[0]","&cA heavy weapon covered in","&cTěžká zbraň pokrytá"
"the_cave_mace_normal.lore[1]","&cslimy residue from The Boiler.","&cslizovým zbytkem z Varné nádoby."
"the_cave_mace_normal.lore[2]","&cIt sticks to enemies on impact.","&cPři dopadu se lepí na nepřátele."
"the_cave_mace_normal.name","&c[Normal] Slimed Maul","&c[Normální] Slizový palcát"
"the_cave_sanctum.customInfo[0]","&fThe perfect starter instanced sanctum!","&fDokonalá začátečnická instanční svatyně!"
"the_cave_sanctum.customInfo[1]","&6Credits: MagmaGuy, Frostcone, 69OzCanOfBepis, Realm of Lotheridon","&6Autoři: MagmaGuy, Frostcone, 69OzCanOfBepis, Realm of Lotheridon"
"the_cave_sanctum.difficulties.0.name","normal","normal"
"the_cave_sanctum.difficulties.1.name","hard","hard"
"the_cave_sanctum.difficulties.2.name","mythic","mythic"
"the_cave_sanctum.name","&2[Dynamic] &3The Cave Sanctum","&3Jeskyňní svatyně"
"the_cave_sanctum.playerInfo","&aDynamic Sanctum
$bossCount boss encounters
&7Explore the depths of
&7the cave!","Obtížnost: &4Těžký obsah pro 5 hráčů!"
"the_cave_sanctum.regionEnterMessage","&bYou've been asked to clear the path to the underground. Deal with the thing in the cave!","&bBylo ti uloženo vyčistit cestu do podzemí. Vypořádej se s tím v jeskyni!"
"the_cave_sanctum.regionLeaveMessage","&bYou have left The Cave!","&bOpustil jsi Jeskyni!"
"the_cave_scythe_hard.lore[0]","&cA crude scythe forged from","&cHrubá kosa vykovaná z"
"the_cave_scythe_hard.lore[1]","&cmaterials found in the cave.","&cmateriálů nalezených v jeskyni."
"the_cave_scythe_hard.lore[2]","&cReaps through slime and flesh.","&cŽne slizem i masem."
"the_cave_scythe_hard.name","&c[Hard] Ooze Reaper","&c[Těžká] Slizová kosa"
"the_cave_scythe_mythic.lore[0]","&cA crude scythe forged from","&cHrubá kosa vykovaná z"
"the_cave_scythe_mythic.lore[1]","&cmaterials found in the cave.","&cmateriálů nalezených v jeskyni."
"the_cave_scythe_mythic.lore[2]","&cReaps through slime and flesh.","&cŽne slizem i masem."
"the_cave_scythe_mythic.name","&c[Mythic] Ooze Reaper","&c[Mytická] Slizová kosa"
"the_cave_scythe_normal.lore[0]","&cA crude scythe forged from","&cHrubá kosa vykovaná z"
"the_cave_scythe_normal.lore[1]","&cmaterials found in the cave.","&cmateriálů nalezených v jeskyni."
"the_cave_scythe_normal.lore[2]","&cReaps through slime and flesh.","&cŽne slizem i masem."
"the_cave_scythe_normal.name","&c[Normal] Ooze Reaper","&c[Normální] Slizová kosa"
"the_cave_shield_tank_hard.lore[0]","&cHas a fresh wooden aroma.","&cMá svěží dřevěnou vůni."
"the_cave_shield_tank_hard.name","&c[Hard] Boiled Shield","&c[Těžký] Vařený štít"
"the_cave_shield_tank_mythic.lore[0]","&cHas a fresh wooden aroma.","&cMá svěží dřevěnou vůni."
"the_cave_shield_tank_mythic.name","&c[Mythical] Boiled Shield","&c[Mytický] Vařený štít"
"the_cave_shield_tank_normal.lore[0]","&cHas a fresh wooden aroma.","&cMá svěží dřevěnou vůni."
"the_cave_shield_tank_normal.name","&c[Normal] Boiled Shield","&c[Normální] Vařený štít"
"the_cave_spear_hard.lore[0]","&cA spear eaten away by acidic","&cKopí nahlodané kyselým"
"the_cave_spear_hard.lore[1]","&cslime, yet still deadly sharp.","&cslizem, ale stále smrtelně ostré."
"the_cave_spear_hard.lore[2]","&cLeaves a burning sensation.","&cZanechává pálivý pocit."
"the_cave_spear_hard.name","&c[Hard] Corroded Pike","&c[Těžké] Korodované kopí"
"the_cave_spear_mythic.lore[0]","&cA spear eaten away by acidic","&cKopí nahlodané kyselým"
"the_cave_spear_mythic.lore[1]","&cslime, yet still deadly sharp.","&cslizem, ale stále smrtelně ostré."
"the_cave_spear_mythic.lore[2]","&cLeaves a burning sensation.","&cZanechává pálivý pocit."
"the_cave_spear_mythic.name","&c[Mythic] Corroded Pike","&c[Mytické] Korodované kopí"
"the_cave_spear_normal.lore[0]","&cA spear eaten away by acidic","&cKopí nahlodané kyselým"
"the_cave_spear_normal.lore[1]","&cslime, yet still deadly sharp.","&cslizem, ale stále smrtelně ostré."
"the_cave_spear_normal.lore[2]","&cLeaves a burning sensation.","&cZanechává pálivý pocit."
"the_cave_spear_normal.name","&c[Normal] Corroded Pike","&c[Normální] Korodované kopí"
"the_cave_sword_dps_hard.lore[0]","&cIt is kind of hard to grip it well.","&cJe trochu těžké ho dobře uchopit."
"the_cave_sword_dps_hard.name","&c[Hard] Slimed Sword","&c[Těžký] Slizový meč"
"the_cave_sword_dps_mythic.lore[0]","&cIt is kind of hard to grip it well.","&cJe trochu těžké ho dobře uchopit."
"the_cave_sword_dps_mythic.name","&c[Mythical] Slimed Sword","&c[Mytický] Slizový meč"
"the_cave_sword_dps_normal.lore[0]","&cIt is kind of hard to grip it well.","&cJe trochu těžké ho dobře uchopit."
"the_cave_sword_dps_normal.name","&c[Normal] Slimed Sword","&c[Normální] Slizový meč"
"the_cave_teleporter.greetings[0]","",""
"the_cave_teleporter.name","<g:#7A6A5A:#8A7A6A>Village Mother Martha</g>","<g:#7A6A5A:#8A7A6A>Vesnická matka Marta</g>"
"the_cave_teleporter.role","<g:#6A5A4A:#7A6A5A><The Cave></g>","<g:#6A5A4A:#7A6A5A><The Cave></g>"
"the_city_bow_hard.lore[0]","&cUsed by the city's watchtower","&cPoužívaný strážními lučišníky"
"the_city_bow_hard.lore[1]","&carchers to defend the walls.","&cna obranu hradeb."
"the_city_bow_hard.name","&c[Hard] City Sentinel Bow","&c[Těžký] Strážní luk města"
"the_city_bow_mythic.lore[0]","&cUsed by the city's watchtower","&cPoužívaný strážními lučišníky"
"the_city_bow_mythic.lore[1]","&carchers to defend the walls.","&cna obranu hradeb."
"the_city_bow_mythic.name","&c[Mythic] City Sentinel Bow","&c[Mytický] Strážní luk města"
"the_city_bow_normal.lore[0]","&cUsed by the city's watchtower","&cPoužívaný strážními lučišníky"
"the_city_bow_normal.lore[1]","&carchers to defend the walls.","&cna obranu hradeb."
"the_city_bow_normal.name","&c[Normal] City Sentinel Bow","&c[Normální] Strážní luk města"
"the_city_dungeon.customInfo[0]","&fThe perfect intermediate instanced sanctum!","&fDokonalé středně pokročilé instanční žalář!"
"the_city_dungeon.customInfo[1]","&6Credits: Dali_, MagmaGuy, Frostcone","&6Autoři: Dali_, MagmaGuy, Frostcone"
"the_city_dungeon.difficulties.0.name","normal","normal"
"the_city_dungeon.difficulties.1.name","hard","hard"
"the_city_dungeon.difficulties.2.name","mythic","mythic"
"the_city_dungeon.name","&2[Dynamic] &3The City Dungeon","&3Městský žalář"
"the_city_dungeon.playerInfo","&aDynamic Dungeon
$bossCount boss encounters
&3Fight through the streets
&3of the city!","Obtížnost: &4Těžký obsah pro 5 hráčů!"
"the_city_dungeon.regionEnterMessage","&bBefore being able to enter the city you must deal with the guardian on the bridge!","&bPředtím, než budeš moci vstoupit do města, musíš se vypořádat se strážcem na mostě!"
"the_city_dungeon.regionLeaveMessage","&bYou have left The City!","&bOpustil jsi Město!"
"the_city_mace_hard.lore[0]","&cThe weapon of the city guard's","&cZbraň elitních vykonavatelů"
"the_city_mace_hard.lore[1]","&celite enforcers. Heavy and","&cmětské stráže. Těžká a"
"the_city_mace_hard.lore[2]","&crelentless in its judgment.","&cnemilosrdná ve svém rozsudku."
"the_city_mace_hard.name","&c[Hard] Royal Enforcer","&c[Těžký] Královský vykonavatel"
"the_city_mace_mythic.lore[0]","&cThe weapon of the city guard's","&cZbraň elitních vykonavatelů"
"the_city_mace_mythic.lore[1]","&celite enforcers. Heavy and","&cmětské stráže. Těžká a"
"the_city_mace_mythic.lore[2]","&crelentless in its judgment.","&cnemilosrdná ve svém rozsudku."
"the_city_mace_mythic.name","&c[Mythic] Royal Enforcer","&c[Mytický] Královský vykonavatel"
"the_city_mace_normal.lore[0]","&cThe weapon of the city guard's","&cZbraň elitních vykonavatelů"
"the_city_mace_normal.lore[1]","&celite enforcers. Heavy and","&cmětské stráže. Těžká a"
"the_city_mace_normal.lore[2]","&crelentless in its judgment.","&cnemilosrdná ve svém rozsudku."
"the_city_mace_normal.name","&c[Normal] Royal Enforcer","&c[Normální] Královský vykonavatel"
"the_city_scythe_hard.lore[0]","&cOnce used for the city's most","&cKdysi používaná pro nejtěžší"
"the_city_scythe_hard.lore[1]","&cgrim sentences. Its edge still","&crozsudky města. Její ostří stále"
"the_city_scythe_hard.lore[2]","&csings with authority.","&czpívá autoritou."
"the_city_scythe_hard.name","&c[Hard] Executioner Scythe","&c[Těžká] Popravčí kosa"
"the_city_scythe_mythic.lore[0]","&cOnce used for the city's most","&cKdysi používaná pro nejtěžší"
"the_city_scythe_mythic.lore[1]","&cgrim sentences. Its edge still","&crozsudky města. Její ostří stále"
"the_city_scythe_mythic.lore[2]","&csings with authority.","&czpívá autoritou."
"the_city_scythe_mythic.name","&c[Mythic] Executioner Scythe","&c[Mytická] Popravčí kosa"
"the_city_scythe_normal.lore[0]","&cOnce used for the city's most","&cKdysi používaná pro nejtěžší"
"the_city_scythe_normal.lore[1]","&cgrim sentences. Its edge still","&crozsudky města. Její ostří stále"
"the_city_scythe_normal.lore[2]","&csings with authority.","&czpívá autoritou."
"the_city_scythe_normal.name","&c[Normal] Executioner Scythe","&c[Normální] Popravčí kosa"
"the_city_spear_hard.lore[0]","&cA ceremonial pike wielded by","&cCeremonální kopí nesené"
"the_city_spear_hard.lore[1]","&cthe Royal Guard. Its blade","&cKrálovskou gardou. Její čepel"
"the_city_spear_hard.lore[2]","&cshines with royal authority.","&czáří královskou autoritou."
"the_city_spear_hard.name","&c[Hard] Guardian Pike","&c[Těžké] Strážnické kopí"
"the_city_spear_mythic.lore[0]","&cA ceremonial pike wielded by","&cCeremonální kopí nesené"
"the_city_spear_mythic.lore[1]","&cthe Royal Guard. Its blade","&cKrálovskou gardou. Její čepel"
"the_city_spear_mythic.lore[2]","&cshines with royal authority.","&czáří královskou autoritou."
"the_city_spear_mythic.name","&c[Mythic] Guardian Pike","&c[Mytické] Strážnické kopí"
"the_city_spear_normal.lore[0]","&cA ceremonial pike wielded by","&cCeremonální kopí nesené"
"the_city_spear_normal.lore[1]","&cthe Royal Guard. Its blade","&cKrálovskou gardou. Její čepel"
"the_city_spear_normal.lore[2]","&cshines with royal authority.","&czáří královskou autoritou."
"the_city_spear_normal.name","&c[Normal] Guardian Pike","&c[Normální] Strážnické kopí"
"the_city_teleporter.greetings[0]","",""
"the_city_teleporter.name","<g:#7A5A4A:#8A6A5A>Dwarf Olav</g>","<g:#7A5A4A:#8A6A5A>Trpaslík Olav</g>"
"the_city_teleporter.role","<g:#6A4A3A:#7A5A4A><The City></g>","<g:#6A4A3A:#7A5A4A><The City></g>"
"the_climb_axe_hard.lore[0]","&cChipped and worn from taming","&cOdštípnutá a opotřebená krocením"
"the_climb_axe_hard.lore[1]","&cwild beasts. Still effective","&cdivokých bestií. Stále účinná"
"the_climb_axe_hard.lore[2]","&con flesh and bone.","&cna maso i kosti."
"the_climb_axe_hard.name","&c[Hard] Feral Cleaver","&c[Těžký] Divoký sekáč"
"the_climb_axe_mythic.lore[0]","&cChipped and worn from taming","&cOdštípnutá a opotřebená krocením"
"the_climb_axe_mythic.lore[1]","&cwild beasts. Still effective","&cdivokých bestií. Stále účinná"
"the_climb_axe_mythic.lore[2]","&con flesh and bone.","&cna maso i kosti."
"the_climb_axe_mythic.name","&c[Mythic] Feral Cleaver","&c[Mytický] Divoký sekáč"
"the_climb_axe_normal.lore[0]","&cChipped and worn from taming","&cOdštípnutá a opotřebená krocením"
"the_climb_axe_normal.lore[1]","&cwild beasts. Still effective","&cdivokých bestií. Stále účinná"
"the_climb_axe_normal.lore[2]","&con flesh and bone.","&cna maso i kosti."
"the_climb_axe_normal.name","&c[Normal] Feral Cleaver","&c[Normální] Divoký sekáč"
"the_climb_beastmaster_drop_boots_dps_hard.lore[0]","&dYou can sense great","&dCítíš velkou"
"the_climb_beastmaster_drop_boots_dps_hard.lore[1]","&dpower flow from these boots.","&dsilou proudící z těchto bot."
"the_climb_beastmaster_drop_boots_dps_hard.name","&d[Hard] Beastmaster's Boots","&d[Těžké] Boty Pána bestií"
"the_climb_beastmaster_drop_boots_dps_mythic.lore[0]","&dYou can sense great","&dCítíš velkou"
"the_climb_beastmaster_drop_boots_dps_mythic.lore[1]","&dpower flow from these boots.","&dsilou proudící z těchto bot."
"the_climb_beastmaster_drop_boots_dps_mythic.name","&d[Mythical] Beastmaster's Boots","&d[Mytické] Boty Pána bestií"
"the_climb_beastmaster_drop_boots_dps_normal.lore[0]","&dYou can sense great","&dCítíš velkou"
"the_climb_beastmaster_drop_boots_dps_normal.lore[1]","&dpower flow from these boots.","&dsilou proudící z těchto bot."
"the_climb_beastmaster_drop_boots_dps_normal.name","&d[Normal] Beastmaster's Boots","&d[Normální] Boty Pána bestií"
"the_climb_beastmaster_drop_chestplate_tank_hard.lore[0]","&dUnderneath all the human skin you","&dPod vší lidskou kůží"
"the_climb_beastmaster_drop_chestplate_tank_hard.lore[1]","&dfeel some sort of shell or casing.","&dcítíš jakousi skořápku nebo obal."
"the_climb_beastmaster_drop_chestplate_tank_hard.name","&d[Hard] Beastmaster's Armor","&d[Těžký] Pancíř Pána bestií"
"the_climb_beastmaster_drop_chestplate_tank_mythic.lore[0]","&dUnderneath all the human skin you","&dPod vší lidskou kůží"
"the_climb_beastmaster_drop_chestplate_tank_mythic.lore[1]","&dfeel some sort of shell or casing.","&dcítíš jakousi skořápku nebo obal."
"the_climb_beastmaster_drop_chestplate_tank_mythic.name","&d[Mythical] Beastmaster's Armor","&d[Mytický] Pancíř Pána bestií"
"the_climb_beastmaster_drop_chestplate_tank_normal.lore[0]","&dUnderneath all the human skin you","&dPod vší lidskou kůží"
"the_climb_beastmaster_drop_chestplate_tank_normal.lore[1]","&dfeel some sort of shell or casing.","&dcítíš jakousi skořápku nebo obal."
"the_climb_beastmaster_drop_chestplate_tank_normal.name","&d[Normal] Beastmaster's Armor","&d[Normální] Pancíř Pána bestií"
"the_climb_beastmaster_drop_helmet_tank_hard.lore[0]","&dA powerful piece of headgear.","&dMocný kus hlavové zbroje."
"the_climb_beastmaster_drop_helmet_tank_hard.name","&d[Hard] Beastmaster's Helm","&d[Těžká] Přilba Pána bestií"
"the_climb_beastmaster_drop_helmet_tank_mythic.lore[0]","&dA powerful piece of headgear.","&dMocný kus hlavové zbroje."
"the_climb_beastmaster_drop_helmet_tank_mythic.name","&d[Mythical] Beastmaster's Helm","&d[Mytická] Přilba Pána bestií"
"the_climb_beastmaster_drop_helmet_tank_normal.lore[0]","&dA powerful piece of headgear.","&dMocný kus hlavové zbroje."
"the_climb_beastmaster_drop_helmet_tank_normal.name","&d[Normal] Beastmaster's Helm","&d[Normální] Přilba Pána bestií"
"the_climb_beastmaster_drop_leggings_dps_hard.lore[0]","&dThese leggings seem to be interwoven","&dTyto kalhoty se zdají být protkány"
"the_climb_beastmaster_drop_leggings_dps_hard.lore[1]","&dout of silk-like material.","&dz hedvábí podobného materiálu."
"the_climb_beastmaster_drop_leggings_dps_hard.name","&d[Hard] Beastmaster's Leggings","&d[Těžké] Kalhoty Pána bestií"
"the_climb_beastmaster_drop_leggings_dps_mythic.lore[0]","&dThese leggings seem to be interwoven","&dTyto kalhoty se zdají být protkány"
"the_climb_beastmaster_drop_leggings_dps_mythic.lore[1]","&dout of silk-like material.","&dz hedvábí podobného materiálu."
"the_climb_beastmaster_drop_leggings_dps_mythic.name","&d[Mythical] Beastmaster's Leggings","&d[Mytické] Kalhoty Pána bestií"
"the_climb_beastmaster_drop_leggings_dps_normal.lore[0]","&dThese leggings seem to be interwoven","&dTyto kalhoty se zdají být protkány"
"the_climb_beastmaster_drop_leggings_dps_normal.lore[1]","&dout of silk-like material.","&dz hedvábí podobného materiálu."
"the_climb_beastmaster_drop_leggings_dps_normal.name","&d[Normal] Beastmaster's Leggings","&d[Normální] Kalhoty Pána bestií"
"the_climb_bone_champion.name","$minibossLevel &bVillage Champion","$minibossLevel &bVesnický šampion"
"the_climb_bone_champion_drop_chestplate_tank_hard.lore[0]","&3Even though heavily faded","&3I přesto, že je silně vybledlé,"
"the_climb_bone_champion_drop_chestplate_tank_hard.lore[1]","&3you can still make out faint","&3stále rozpoznáš slabé"
"the_climb_bone_champion_drop_chestplate_tank_hard.lore[2]","&3markings that once adorned this armor.","&3značky, které kdysi zdobily toto brnění."
"the_climb_bone_champion_drop_chestplate_tank_hard.name","&3[Hard] Bone Champion's Pride","&3[Těžký] Hrdost kostěného šampiona"
"the_climb_bone_champion_drop_chestplate_tank_mythic.lore[0]","&3Even though heavily faded","&3I přesto, že je silně vybledlé,"
"the_climb_bone_champion_drop_chestplate_tank_mythic.lore[1]","&3you can still make out faint","&3stále rozpoznáš slabé"
"the_climb_bone_champion_drop_chestplate_tank_mythic.lore[2]","&3markings that once adorned this armor.","&3značky, které kdysi zdobily toto brnění."
"the_climb_bone_champion_drop_chestplate_tank_mythic.name","&3[Mythical] Bone Champion's Pride","&3[Mytický] Hrdost kostěného šampiona"
"the_climb_bone_champion_drop_chestplate_tank_normal.lore[0]","&3Even though heavily faded","&3I přesto, že je silně vybledlé,"
"the_climb_bone_champion_drop_chestplate_tank_normal.lore[1]","&3you can still make out faint","&3stále rozpoznáš slabé"
"the_climb_bone_champion_drop_chestplate_tank_normal.lore[2]","&3markings that once adorned this armor.","&3značky, které kdysi zdobily toto brnění."
"the_climb_bone_champion_drop_chestplate_tank_normal.name","&3[Normal] Bone Champion's Pride","&3[Normální] Hrdost kostěného šampiona"
"the_climb_bone_champion_drop_shield_tank_hard.lore[0]","&3Excellent for deflecting strikes.","&3Vynikající pro odrážení úderů."
"the_climb_bone_champion_drop_shield_tank_hard.name","&3[Hard] Bone Champion's Deflector","&3[Těžký] Deflektor kostěného šampiona"
"the_climb_bone_champion_drop_shield_tank_mythic.lore[0]","&3Excellent for deflecting strikes.","&3Vynikající pro odrážení úderů."
"the_climb_bone_champion_drop_shield_tank_mythic.name","&3[Mythical] Bone Champion's Deflector","&3[Mytický] Deflektor kostěného šampiona"
"the_climb_bone_champion_drop_shield_tank_normal.lore[0]","&3Excellent for deflecting strikes.","&3Vynikající pro odrážení úderů."
"the_climb_bone_champion_drop_shield_tank_normal.name","&3[Normal] Bone Champion's Deflector","&3[Normální] Deflektor kostěného šampiona"
"the_climb_bone_champion_p2.deathMessages[0]","They came from the mines...","Přišli z dolů..."
"the_climb_bone_champion_p2.name","$minibossLevel &bVillage Champion","$minibossLevel &bVesnický šampion"
"the_climb_bone_champion_summon.name","$reinforcementLevel &bUndead Rat","$reinforcementLevel &bNemrtvá krysa"
"the_climb_bow_hard.lore[0]","&cStrung with dried sinew and","&cNatažený sušenou šlachou a"
"the_climb_bow_hard.lore[1]","&cbound in bone. Deadly accurate.","&cpevně svázaný kostí. Smrtelně přesný."
"the_climb_bow_hard.name","&c[Hard] Skeletal Longbow","&c[Těžký] Kosterní dlouhý luk"
"the_climb_bow_mythic.lore[0]","&cStrung with dried sinew and","&cNatažený sušenou šlachou a"
"the_climb_bow_mythic.lore[1]","&cbound in bone. Deadly accurate.","&cpevně svázaný kostí. Smrtelně přesný."
"the_climb_bow_mythic.name","&c[Mythic] Skeletal Longbow","&c[Mytický] Kosterní dlouhý luk"
"the_climb_bow_normal.lore[0]","&cStrung with dried sinew and","&cNatažený sušenou šlachou a"
"the_climb_bow_normal.lore[1]","&cbound in bone. Deadly accurate.","&cpevně svázaný kostí. Smrtelně přesný."
"the_climb_bow_normal.name","&c[Normal] Skeletal Longbow","&c[Normální] Kosterní dlouhý luk"
"the_climb_crossbow_hard.lore[0]","&cIronically used by the undead","&cIronicky používaná nemrtvými"
"the_climb_crossbow_hard.lore[1]","&cto hunt living prey.","&ck lovu živé kořisti."
"the_climb_crossbow_hard.name","&c[Hard] Undead Hunter","&c[Těžká] Lovec nemrtvých"
"the_climb_crossbow_mythic.lore[0]","&cIronically used by the undead","&cIronicky používaná nemrtvými"
"the_climb_crossbow_mythic.lore[1]","&cto hunt living prey.","&ck lovu živé kořisti."
"the_climb_crossbow_mythic.name","&c[Mythic] Undead Hunter","&c[Mytická] Lovec nemrtvých"
"the_climb_crossbow_normal.lore[0]","&cIronically used by the undead","&cIronicky používaná nemrtvými"
"the_climb_crossbow_normal.lore[1]","&cto hunt living prey.","&ck lovu živé kořisti."
"the_climb_crossbow_normal.name","&c[Normal] Undead Hunter","&c[Normální] Lovec nemrtvých"
"the_climb_dungeon.customInfo[0]","&fThe perfect starter instanced dungeon!","&fDokonalý začátečnický instanční žalář!"
"the_climb_dungeon.customInfo[1]","&6Credits: MagmaGuy, Frostcone, 69OzCanOfBepis, Realm of Lotheridon","&6Autoři: MagmaGuy, Frostcone, 69OzCanOfBepis, Realm of Lotheridon"
"the_climb_dungeon.difficulties.0.name","normal","normal"
"the_climb_dungeon.difficulties.1.name","hard","hard"
"the_climb_dungeon.difficulties.2.name","mythic","mythic"
"the_climb_dungeon.name","&2[Dynamic] &3The Climb Dungeon","&3Žalář výstupu"
"the_climb_dungeon.playerInfo","&aDynamic Dungeon
$bossCount boss encounters
&3Scale the heights of
&3this dangerous ascent!","Obtížnost: &4Těžký obsah pro 5 hráčů!"
"the_climb_dungeon.regionEnterMessage","&bYou've been asked to investigate the path to the caves. Climb your way to the top!","&bBylo ti uloženo prozkoumat cestu k jeskyním. Vyšplhej se na vrchol!"
"the_climb_dungeon.regionLeaveMessage","&bYou have left The Climb!","&bOpustil jsi Výstup!"
"the_climb_flesh_starved_child.name","$minibossLevel &4Broiled Villager","$minibossLevel &4Opečený vesničan"
"the_climb_frozen_remains.name","$normalLevel &3Forgotten Miner","$normalLevel &3Zapomenutý horník"
"the_climb_lore_note_final_boss.lore[0]","&4I have given you the gift of thought and mind. Do not waste it.","&4Daroval jsem vám dar myšlení a rozumu. Neplýtvejte jím."
"the_climb_lore_note_final_boss.lore[1]","&4The miners are not enough, I need more material.","&4Horníci nestačí, potřebuji více materiálu."
"the_climb_lore_note_final_boss.lore[2]","&4They must have come from somewhere, there must be a settlement nearby.","&4Museli přijít odkudsi, v blízkosti musí být osídlení."
"the_climb_lore_note_final_boss.lore[3]","&4Find it. Bring back the ones that shine bright.","&4Najdi ho. Přiveď zpět ty, kteří jasně září."
"the_climb_lore_note_final_boss.lore[4]","&4I do not care what you do with the dull ones, turn them or extinguish them.","&4Je mi jedno, co uděláš s těmi mdlými, přeměň je, nebo je uhas."
"the_climb_lore_note_final_boss.lore[5]","&4The Boiler will be coming with you, it will follow any order you give it.","&4Kotel půjde s tebou, splní jakýkoli rozkaz, který mu dáš."
"the_climb_lore_note_final_boss.lore[6]","&4Use it to burn away anything that tries to stop you.","&4Použij ho, aby spálil vše, co se tě pokusí zastavit."
"the_climb_lore_note_final_boss.lore[7]","&4Unlike you, The Boiler has not been burdened with the gift of thought.","&4Na rozdíl od tebe Kotel nebyl zatížen darem myšlení."
"the_climb_lore_note_final_boss.lore[8]","&4It will not do anything unless you order it. Remember that.","&4Neudělá nic, pokud mu to nepřikážeš. Pamatuj si to."
"the_climb_lore_note_final_boss.lore[9]","&4Should you fail, I will tear you apart and rebuild you myself.","&4Pokud selžeš, roztrhám tě na kusy a sám tě znovu sestavím."
"the_climb_lore_note_final_boss.name","&4Torn Note","&4Roztržená poznámka"
"the_climb_mace_hard.lore[0]","&cA brutal mace fashioned from","&cBrutální palcát vyrobený z"
"the_climb_mace_hard.lore[1]","&cthe bones of defeated beasts.","&ckostí poražených bestií."
"the_climb_mace_hard.lore[2]","&cIt hungers for more.","&cTouží po dalším."
"the_climb_mace_hard.name","&c[Hard] Bone Crusher","&c[Hard] Drtič kostí"
"the_climb_mace_mythic.lore[0]","&cA brutal mace fashioned from","&cBrutální palcát vyrobený z"
"the_climb_mace_mythic.lore[1]","&cthe bones of defeated beasts.","&ckostí poražených bestií."
"the_climb_mace_mythic.lore[2]","&cIt hungers for more.","&cTouží po dalším."
"the_climb_mace_mythic.name","&c[Mythic] Bone Crusher","&c[Mythic] Drtič kostí"
"the_climb_mace_normal.lore[0]","&cA brutal mace fashioned from","&cBrutální palcát vyrobený z"
"the_climb_mace_normal.lore[1]","&cthe bones of defeated beasts.","&ckostí poražených bestií."
"the_climb_mace_normal.lore[2]","&cIt hungers for more.","&cTouží po dalším."
"the_climb_mace_normal.name","&c[Normal] Bone Crusher","&c[Normal] Drtič kostí"
"the_climb_reanimated_skeleton.name","$normalLevel &cReanimated Resident","$normalLevel &cReanimovaný obyvatel"
"the_climb_reanimated_skeleton.onDamageMessages[0]","Yes, Daine. It will be so.","Ano, Daine. Tak se stane."
"the_climb_rotting_carcass.name","$normalLevel &3Rotting Carcass","$normalLevel &3Hnijící mršina"
"the_climb_rotting_carcass.onDamageMessages[0]","The Weaver shall turn you into something great.","Tkadlec tě promění v něco velkého."
"the_climb_rotting_carcass_axe_dps_hard.lore[0]","&eA fine weapon for","&eVýborná zbraň na"
"the_climb_rotting_carcass_axe_dps_hard.lore[1]","&esplitting skulls.","&erozrážení lebek."
"the_climb_rotting_carcass_axe_dps_hard.name","&e[Hard] War Axe","&e[Hard] Válečná sekera"
"the_climb_rotting_carcass_axe_dps_mythic.lore[0]","&eA fine weapon for","&eVýborná zbraň na"
"the_climb_rotting_carcass_axe_dps_mythic.lore[1]","&esplitting skulls.","&erozrážení lebek."
