"key","en","cs"
"bows_ricochet.loreTemplates[0]","&7Proc Chance: &f$procChance%","&7Šance na aktivaci: &f$procChance%"
"bows_ricochet.loreTemplates[1]","&7Ricochet Damage: &f$ricochetDamage%","&7Poškození odrazem: &f$ricochetDamage%"
"bows_ricochet.loreTemplates[2]","&7Range: &f$range blocks","&7Dosah: &f$range bloků"
"bows_ricochet.name","&aRicochet","&aRikoše"
"bows_wind_runner.description[0]","&7Gain speed boost when","&7Získej zrychlení při"
"bows_wind_runner.description[1]","&7hitting enemies with arrows.","&7zasažení nepřátel šípy."
"bows_wind_runner.formattedBonusTemplate","Speed $speedLevel on hit","Rychlost $speedLevel při zásahu"
"bows_wind_runner.loreTemplates[0]","&7Speed Level: &f$speedLevel","&7Úroveň rychlosti: &f$speedLevel"
"bows_wind_runner.loreTemplates[1]","&7Duration: &f5 seconds","&7Trvání: &f5 sekund"
"bows_wind_runner.loreTemplates[2]","&7Triggers on hit","&7Spouští se při zásahu"
"bows_wind_runner.name","&fWind Runner","&fVětrný běžec"
"breach.name","Breach","Průlom"
"buy_or_sell_menu.buyCustomItems.name","Buy custom items","Buy custom items"
"buy_or_sell_menu.buyProcedurallyGeneratedItems.name","Buy items","Buy items"
"buy_or_sell_menu.informationButton.lore[0]","&8Support the plugins you enjoy!","&8Support the plugins you enjoy!"
"buy_or_sell_menu.informationButton.lore[1]","&aClick on the emerald to buy items!","&aClick on the emerald to buy items!"
"buy_or_sell_menu.informationButton.lore[2]","&cClick on the redstone to sell items!","&cClick on the redstone to sell items!"
"buy_or_sell_menu.informationButton.name","&4&lEliteMobs &cby &4&lMagmaGuy","&4&lEliteMobs &cby &4&lMagmaGuy"
"buy_or_sell_menu.sellItems.name","Sell items","Sell items"
"buy_or_sell_menu.shopName","[EM] Buy or Sell","[EM] Koupit nebo prodat"
"card_shark.dialog[0]","Each correct guess multiplies your winnings!","Každý správný odhad násobí tvou výhru!"
"card_shark.dialog[1]","Cash out anytime, or push your luck...","Vyber si výhru kdykoli, nebo pokoušej štěstí..."
"card_shark.dialog[2]","One wrong guess and it's all gone!","Jeden špatný odhad a je po všem!"
"card_shark.dialog[3]","How long can your streak last?","Jak dlouho vydrží tvoje série?"
"card_shark.farewell[0]","The cards will be waiting!","Karty na tebe budou čekat!"
"card_shark.farewell[1]","Trust your instincts!","Věř svým instinktům!"
"card_shark.farewell[2]","May the odds ever be in your favor!","Ať je štěstí vždy na tvé straně!"
"card_shark.farewell[3]","Higher... or lower... only the cards know.","Vyšší... nebo nižší... to vědí jen karty."
"card_shark.greetings[0]","Higher or lower? How far can you go?","Vyšší nebo nižší? Jak daleko se dostaneš?"
"card_shark.greetings[1]","Risk it all or cash out smart...","Riskuj všechno, nebo si chytře vyber výhru..."
"card_shark.greetings[2]","The cards don't lie. Do you trust them?","Karty nelžou. Důvěřuješ jim?"
"card_shark.greetings[3]","A simple game with big rewards!","Jednoduchá hra s velkými odměnami!"
"card_shark.name","<g:#6A3A3A:#7A4A4A>Ace Morgan</g>","<g:#6A3A3A:#7A4A4A>Ace Morgan</g>"
"card_shark.role","<g:#5A2A2A:#6A3A3A><Card Shark></g>","<g:#5A2A2A:#6A3A3A><Karetní hráč></g>"
"catacombs_lair.customInfo[0]","&fA great starter lair for players!","&fSkvělé startovní doupě pro hráče!"
"catacombs_lair.customInfo[1]","&6Credits: Realm of Lotheridon, MagmaGuy, Dali, Frost","&6Autoři: Realm of Lotheridon, MagmaGuy, Dali, Frost"
"catacombs_lair.difficulties.0.name","normal","normal"
"catacombs_lair.difficulties.1.name","hard","hard"
"catacombs_lair.difficulties.2.name","mythic","mythic"
"catacombs_lair.name","&2[Dynamic] &8The Catacombs","&2[Dynamic] &8Katakomby"
"catacombs_lair.playerInfo","Difficulty: &cHard
$bossCount bosses, from tier $lowestTier to $highestTier
&2A great Lair challenge for groups of beginners!","Obtížnost: &cTěžká
$bossCount bossů, od úrovně $lowestTier do $highestTier
&2Skvělá výzva doupěte pro skupiny začátečníků!"
"catacombs_lair.regionEnterMessage","&8[EM] &8Now entering the Catacombs. Be careful with what dwells below...","&8[EM] &8Právě vstupuješ do Katakomb. Dávej pozor na to, co přebývá dole..."
"catacombs_lair.regionLeaveMessage","&8[EM] &8You have left the Catacombs. Was it worth it?","&8[EM] &8Opustil jsi Katakomby. Stálo to za to?"
"catacombs_teleporter.greetings[0]","",""
"catacombs_teleporter.name","<g:#6A6A6A:#7A7A7A>Crypt Keeper</g>","<g:#6A6A6A:#7A7A7A>Strážce krypty</g>"
"catacombs_teleporter.role","<g:#5A5A5A:#6A6A6A><Catacombs></g>","<g:#5A5A5A:#6A6A6A><Catacombs></g>"
"chameleon_charm.lore[0]","&aThe colorful Chameleon can","&aBarevný chameleon se dokáže"
"chameleon_charm.lore[1]","&ablend in just about anywhere,","&azamaskovat téměř kdekoli,"
"chameleon_charm.lore[2]","&aslowly creeping around...","&apomalu se plížit kolem..."
"chameleon_charm.name","&bChameleon Charm","&bChameleoní talisman"
"channeling.name","Channeling","Kanalizace"
"check_tier.message1","&7[EM] Your combat tier is $tier","&7[EM] Tvá bojová úroveň je $tier"
"check_tier.message2","&7[EM] Your guild tier bonus is $tier","&7[EM] Bonus úrovně cechu je $tier"
"check_tier.message3","&7[EM] &aYour total threat tier is $tier","&7[EM] &aTvá celková úroveň hrozby je $tier"
"check_tier_others.message1","&7[EM] $player's combat tier is $tier","&7[EM] Bojová úroveň hráče $player je $tier"
"check_tier_others.message2","&7[EM] $player's guild tier bonus is $tier","&7[EM] Bonus úrovně cechu hráče $player je $tier"
"check_tier_others.message3","&7[EM] &a$player's total threat tier is $tier","&7[EM] &aCelková úroveň hrozby hráče $player je $tier"
"cheetah_charm.lore[0]","&aCheetahs can reach speeds of","&aGepardi dokážou běžet rychlostí"
"cheetah_charm.lore[1]","&a120 km/h... for about 60","&a120 km/h... asi po dobu 60"
"cheetah_charm.lore[2]","&aseconds. Make them count!","&asekund. Využij je naplno!"
"cheetah_charm.name","&bCheetah Charm","&bGepardí talisman"
"coin_flipper.dialog[0]","50/50 chance, pure luck!","50/50 šance, čisté štěstí!"
"coin_flipper.dialog[1]","Pick your side wisely...","Vyber si stranu moudře..."
"coin_flipper.dialog[2]","The coin decides all.","Mince rozhoduje o všem."
"coin_flipper.dialog[3]","Fortune favors the bold!","Štěstí přeje odvážným!"
"coin_flipper.farewell[0]","May fortune smile upon you!","Ať se na tebe usměje štěstí!"
"coin_flipper.farewell[1]","Better luck next time!","Příště víc štěstí!"
"coin_flipper.farewell[2]","The coin awaits your return!","Mince čeká na tvůj návrat!"
"coin_flipper.farewell[3]","Heads... or tails... which will it be?","Panna... nebo orel... co to bude?"
"coin_flipper.greetings[0]","Heads or tails? Simple as that!","Panna nebo orel? Tak jednoduché!"
"coin_flipper.greetings[1]","Flip a coin, double your money!","Hoď mincí a zdvojnásob své peníze!"
"coin_flipper.greetings[2]","Feeling lucky, adventurer?","Cítíš štěstí, dobrodruhu?"
"coin_flipper.greetings[3]","A simple coin flip can change your fortune!","Jednoduchý hod mincí může změnit tvé štěstí!"
"coin_flipper.name","<g:#9A7A40:#AA8A50>Lucky Pete</g>","<g:#9A7A40:#AA8A50>Lucky Pete</g>"
"coin_flipper.role","<g:#8A6A30:#9A7A40><Coin Flipper></g>","<g:#8A6A30:#9A7A40><Hráč s mincí></g>"
"colosseum_teleporter.greetings[0]","",""
"colosseum_teleporter.name","<g:#A89040:#B8A050>Arena Master</g>","<g:#A89040:#B8A050>Mistr arény</g>"
"colosseum_teleporter.role","<g:#988030:#A89040><Colosseum></g>","<g:#988030:#A89040><Colosseum></g>"
"combat_instructor.dialog[0]","The items around Elite Mobs\nshow what powers they have.","Předměty kolem Elite Mobs\nukazují, jaké mají schopnosti."
"combat_instructor.dialog[1]","The higher the level of\nthe Elite Mob, the\nmore powers they can have","Čím vyšší je úroveň\nElite Moba, tím\nvíce schopností může mít"
"combat_instructor.dialog[2]","The higher the level of\nthe Elite Mob, the\nbetter the loot they can drop","Čím vyšší je úroveň\nElite Moba, tím\nlepší Kořist může padat"
"combat_instructor.dialog[3]","Higher level Elite Mobs\nhave higher chances\nof dropping special items","Elite Mobs s vyšší úrovní\nmají vyšší šanci\nna speciální předměty"
"combat_instructor.dialog[4]","Elite Mobs with floating\narrows fire arrows at\nnearby players","Elite Mobs s vznášejícími se\nšípy střílí šípy na\nblízké hráče"
"combat_instructor.dialog[5]","Elite Mobs with floating\nender eyes blind you\nwhen they hit you","Elite Mobs s vznášejícími se\nender očima vás oslepí,\nkdyž vás zasáhnou"
"combat_instructor.dialog[6]","Elite Mobs with floating\nspell particles confuse you\nwhen they hit you","Elite Mobs s vznášejícími se\nkouzelnými částicemi vás zmatou,\nkdyž vás zasáhnou"
"combat_instructor.dialog[7]","Elite Mobs with floating\nlava buckets set you on fire\nwhen they hit you","Elite Mobs s vznášejícími se\nkbelíky lávy vás zapálí,\nkdyž vás zasáhnou"
"combat_instructor.dialog[8]","Elite Mobs with floating\nfireballs fire fireballs
at nearby players","Elite Mobs s vznášejícími se\nohnivými koulemi střílí ohnivé koule
na blízké hráče"
"combat_instructor.dialog[9]","Elite Mobs with floating\npacked ice freeze you\nwhen they hit you","Elite Mobs s vznášejícím se\nudusaným ledem vás zmrazí,\nkdyž vás zasáhnou"
"combat_instructor.dialog[10]","Elite Mobs with floating\nelytras make you float\nwhen they hit you","Elite Mobs s vznášejícími se\nelytrami vás nechají levitovat,\nkdyž vás zasáhnou"
"combat_instructor.dialog[11]","Elite Mobs with floating\nemeralds poison you\nwhen they hit you","Elite Mobs s vznášejícími se\nsmaragdy vás otráví,\nkdyž vás zasáhnou"
"combat_instructor.dialog[12]","Elite Mobs with floating\npistons push you\nwhen they hit you","Elite Mobs s vznášejícími se\npísty vás odtlačí,\nkdyž vás zasáhnou"
"combat_instructor.dialog[13]","Elite Mobs with floating\ntotems weaken you\nwhen they hit you","Elite Mobs s vznášejícími se\ntotemy vás oslabí,\nkdyž vás zasáhnou"
"combat_instructor.dialog[14]","Elite Mobs with floating\nwebs web you\nwhen they hit you","Elite Mobs s vznášejícími se\npavučinami vás zapletou,\nkdyž vás zasáhnou"
"combat_instructor.dialog[15]","Elite Mobs with floating\nskulls wither you\nwhen they hit you","Elite Mobs s vznášejícími se\nlebkami na vás uvalí wither,\nkdyž vás zasáhnou"
"combat_instructor.dialog[16]","Elite Mobs with floating\nchests drop bonus loot\nwhen you kill them","Elite Mobs s vznášejícími se\ntruhlami upustí bonusovou Kořist,\nkdyž je zabijete"
"combat_instructor.dialog[17]","Elite Mobs with floating\ngold boots are faster","Elite Mobs s vznášejícími se\nzlatými botami jsou rychlejší"
"combat_instructor.dialog[18]","Elite Mobs with floating\njukeboxes taunt you\nduring combat","Elite Mobs s vznášejícími se\njukeboxy vás provokují\nběhem boje"
"combat_instructor.dialog[19]","Elite Mobs with floating\nglass panes are invisible","Elite Mobs s vznášejícími se\nskleněnými tabulkami jsou neviditelní"
"combat_instructor.dialog[20]","Elite Mobs with floating\nspectral arrows are immune\nto arrows","Elite Mobs s vznášejícími se\nspektrálními šípy jsou imunní\nvůči šípům"
"combat_instructor.dialog[21]","Elite Mobs with floating\nfeathers are immune\nto fall damage","Elite Mobs s vznášejícím se\npeřím jsou imunní\nvůči poškození pádem"
"combat_instructor.dialog[22]","Elite Mobs with floating\nflames are immune\nto fire","Elite Mobs s vznášejícími se\nplameny jsou imunní\nvůči ohni"
"combat_instructor.dialog[23]","Elite Mobs with floating\nanvils are heavier\nthan usual","Elite Mobs s vznášejícími se\nkovadlinami jsou těžší\nnež obvykle"
"combat_instructor.dialog[24]","Elite Mobs with floating\nbone blocks leave their\ncorpses behind when killed","Elite Mobs s vznášejícími se\nkostěnými bloky nechávají své\nmrtvoly po zabití"
"combat_instructor.dialog[25]","Elite Mobs with floating\nslime blocks jump higher\nthan usual","Elite Mobs s vznášejícími se\nslizovými bloky skáčou výš\nnež obvykle"
"combat_instructor.dialog[26]","Elite Mobs with floating\nslime balls create a vaccum\nupon death","Elite Mobs s vznášejícími se\nslizovými koulemi vytvoří vakuum\npři smrti"
"combat_instructor.dialog[27]","Elite Mobs with floating\nleads pull you\nwhen they hit you","Elite Mobs s vznášejícími se\nvodítky vás přitáhnou,\nkdyž vás zasáhnou"
"combat_instructor.dialog[28]","Elite Mobs with floating\nbones create bone pillars\nduring combat","Elite Mobs s vznášejícími se\nkostmi vytvářejí kostěné pilíře\nběhem boje"
"combat_instructor.dialog[29]","Elite Mobs with floating\ntipped arrows fire tracking\narrows during combat","Elite Mobs s vznášejícími se\nšipkami s efektem střílí naváděcí\nšípy během boje"
"combat_instructor.dialog[30]","Elite Mobs with floating\nmushrooms bloat up to become giants\nwhen hit","Elite Mobs s vznášejícími se\nhoubami nabobtnají do podoby obrů,\nkdyž jsou zasaženi"
"combat_instructor.dialog[31]","Elite Mobs with floating\nskulls summon reinforcements\nwhen hit","Elite Mobs s vznášejícími se\nlebkami přivolají posily,\nkdyž jsou zasaženi"
"combat_instructor.dialog[32]","Elite Mobs with floating\nbooks summon reinforcements\nuntil you kill the summoner","Elite Mobs s vznášejícími se\nknihami přivolávají posily,\ndokud nezabijete vyvolávače"
"combat_instructor.dialog[33]","Elite Mobs with floating\neggs summon reinforcements\nwhen hit","Elite Mobs s vznášejícími se\nvejci přivolají posily,\nkdyž jsou zasaženi"
"combat_instructor.dialog[34]","Elite Mobs with floating\nfireworks summon Team Rocket\nwhen hit","Elite Mobs s vznášejícími se\nohňostroji přivolají Team Rocket,\nkdyž jsou zasaženi"
"combat_instructor.greetings[0]","Want to learn about combat?","Chceš se naučit něco o boji?"
"combat_instructor.greetings[1]","Need a combat lesson?","Potřebuješ lekci boje?"
"combat_instructor.greetings[2]","Want to know more about combat?","Chceš vědět víc o boji?"
"combat_instructor.greetings[3]","Ready to fight Elite Mobs?","Připraven bojovat proti Elite Mobs?"
"combat_instructor.name","<g:#8A4A4A:#9A5A5A>Charles</g>","<g:#8A4A4A:#9A5A5A>Charles</g>"
"combat_instructor.role","<g:#7A3A3A:#8A4A4A><Combat Instructor></g>","<g:#7A3A3A:#8A4A4A><Instruktor boje></g>"
"command_messages.alreadyInInstanceMessage","[EliteMobs] You're already in an instance! You will not be able to switch to another instance before you do /em quit","[EliteMobs] Už jsi v instanci! Do jiné instance se nemůžeš přepnout, dokud nezadáš /em quit"
"command_messages.bossNotValidRegionalMessage","&8[EliteMobs] &4Failed to add spawn location! Custom Boss $boss is not valid regional boss!","&8[EliteMobs] &4Nepodařilo se přidat lokaci spawnu! Vlastní Boss $boss není platný regionální boss!"
"command_messages.cheatSwordDisplayName","CHEAT SWORD","PODVÁDĚJÍCÍ MEČ"
"command_messages.contentUpdateEntry","&e- $name","&e- $name"
"command_messages.contentUpdatesAvailable","&e$count content update(s) available:","&eK dispozici je $count aktualizací obsahu:"
"command_messages.currencyAddedAllMessage","&8[EliteMobs] &2You have added $amount to all online players.","&8[EliteMobs] &2Přidal jsi $amount všem online hráčům."
"command_messages.currencyAddedMessage","&8[EliteMobs] &2You have added $amount to $player","&8[EliteMobs] &2Přidal jsi $amount hráči $player"
"command_messages.currencyCheckMessage","&8[EliteMobs]&f $player &2has $amount $currencyName","&8[EliteMobs]&f $player &2má $amount $currencyName"
"command_messages.currencyNowHasMessage","&8[EliteMobs] &2They now have $amount","&8[EliteMobs] &2Nyní mají $amount"
"command_messages.currencyPlayerNotValidMessage","&8[EliteMobs] &4Player $player is not valid!","&8[EliteMobs] &4Hráč $player není platný!"
"command_messages.currencySetMessage","You set $player's $currencyName to $amount","Nastavil jsi měnu $currencyName hráče $player na $amount"
"command_messages.currencySubtractedMessage","&8[EliteMobs] &2You have subtracted $amount from $player","&8[EliteMobs] &2Odečetl jsi $amount hráči $player"
"command_messages.debugDisabledMessage","&cDebug mode &4disabled&c.","&cRežim ladění je &4vypnut&c."
"command_messages.debugEnabledMessage","&aDebug mode &2enabled&a. Combat damage calculations will be logged to console.","&aRežim ladění je &2zapnut&a. Výpočty bojového poškození se budou zapisovat do konzole."
"command_messages.discordMessage","&6Discord room for support & downloads: &9","&6Discord místnost pro podporu a stahování: &9"
"command_messages.discordMessageSentMessage","&aAttempted to send a message to Discord!","&aPokus o odeslání zprávy na Discord!"
"command_messages.downloadAllAlreadyRunningMessage","&c[EliteMobs] A bulk download is already in progress! Please wait for it to finish.","&c[EliteMobs] Hromadné stahování už probíhá! Počkej, až skončí."
"command_messages.downloadAllCompleteMessage","&a[EliteMobs] Download complete! Downloaded: $completed, Failed: $failed","&a[EliteMobs] Stahování dokončeno! Staženo: $completed, Neúspěšné: $failed"
"command_messages.downloadAllDownloadedMessage","&a[EliteMobs] Downloaded $name!","&a[EliteMobs] Staženo $name!"
"command_messages.downloadAllDownloadedMoreMessage","&a[EliteMobs] Downloaded $name! &7Please hold on, $remaining more to go...","&a[EliteMobs] Staženo $name! &7Prosím vydrž, zbývá ještě $remaining..."
"command_messages.downloadAllFailedListMessage","&c[EliteMobs] Failed packages: $names","&c[EliteMobs] Neúspěšné balíčky: $names"
"command_messages.downloadAllFailedMessage","&c[EliteMobs] Failed to download: $name","&c[EliteMobs] Nepodařilo se stáhnout: $name"
"command_messages.downloadAllFoundMessage","&e[EliteMobs] Found $count packages to download. Starting...","&e[EliteMobs] Nalezeno $count balíčků ke stažení. Spouštím..."
"command_messages.downloadAllNoAccessMessage","&c[EliteMobs] No accessible content found. Connect this server and ensure you have access.","&c[EliteMobs] Nebyl nalezen žádný přístupný obsah. Propoj svůj Nightbreak účet a ověř, že máš přístup."
"command_messages.downloadAllNoTokenMessage","&c[EliteMobs] No account token registered. Use /nightbreaklogin <token> first.","&c[EliteMobs] Není registrován Nightbreak token. Nejprve použij /nightbreaklogin <token>."
"command_messages.downloadAllNothingMessage","&a[EliteMobs] No new content to download! All available packages are already downloaded.","&a[EliteMobs] Žádný nový obsah ke stažení! Všechny dostupné balíčky už jsou stažené."
"command_messages.downloadAllProgressMessage","&7[EliteMobs] ($current/$total) Downloading: $name...","&7[EliteMobs] ($current/$total) Stahuji: $name..."
"command_messages.downloadAllReloadingMessage","&a[EliteMobs] Reloading to apply downloads...","&a[EliteMobs] Znovunačítám pro použití staženého obsahu..."
"command_messages.downloadAllSetupClickHover","&eRuns /em downloadall","&eSpustí /em downloadall"
"command_messages.downloadAllSetupClickMessage","&a[Click to download all available content]","&a[Klikni pro stažení veškerého dostupného obsahu]"
"command_messages.dungeonLockoutPlayerNotValidMessage","[EliteMobs] Error - player name not valid! The player must be online.","[EliteMobs] Error - player name not valid! The player must be online."
"command_messages.dungeonLockoutResetSuccessMessage","[EliteMobs] Cleared $amount dungeon boss lockout(s) for player $player","[EliteMobs] Cleared $amount dungeon boss lockout(s) for player $player"
"command_messages.dungeonNotInstalledMessage","[EliteMobs] That dungeon isn't installed, ask an admin to install it!","[EliteMobs] Tento Žalář není nainstalován, požádej admina o instalaci!"
"command_messages.dungeonNotValidMessage","[EliteMobs] That dungeon isn't valid!","[EliteMobs] Tento Žalář není platný!"
"command_messages.dungeonTeleportNotSetMessage","[EliteMobs] Can't teleport you to the dungeon because the teleport location isn't set! If you are an admin, check the DungeonPackager config for this content and manually set the teleport location.","[EliteMobs] Nelze tě teleportovat do Žaláře, protože lokace teleportu není nastavená! Pokud jsi admin, zkontroluj konfiguraci DungeonPackager pro tento obsah a lokaci teleportu nastav ručně."
"command_messages.dungeonsOutdatedMessage","&cThe following dungeons are outdated:","&cNásledující Žaláře jsou zastaralé:"
"command_messages.eliteScrollConfigMessage","Elite Scrolls are not currently enabled on this server! They should only be used if the server uses an item system other than EliteMobs' built in item system. To enable elite scrolls, an admin has to set them to true in the ~/plugins/EliteMobs/ItemSettings.yml and set useEliteItemScrolls to true.","Elite Scrolls nyní na tomto serveru nejsou povoleny! Měly by se používat jen pokud server používá jiný systém předmětů než vestavěný systém předmětů EliteMobs. Pro povolení Elite Scrolls musí admin nastavit v ~/plugins/EliteMobs/ItemSettings.yml hodnotu true a nastavit useEliteItemScrolls na true."
"command_messages.eventCancelledMessage","&8[EliteMobs] &4Event $event was cancelled by another plugin!","&8[EliteMobs] &4Událost $event byla zrušena jiným pluginem!"
"command_messages.eventInvalidSpawnTypeMessage","&8[EliteMobs] &4Event $event failed to start because its spawnType '$spawnType' is not a valid custom spawn file! Make sure the file exists in the customspawns folder and is enabled.","&8[EliteMobs] &4Událost $event se nepodařilo spustit, protože její spawnType '$spawnType' není platný soubor vlastního spawnu! Ujisti se, že soubor existuje ve složce customspawns a je povolen."
"command_messages.eventNoSpawnTypeMessage","&8[EliteMobs] &4Event $event has no spawnType set! Add a valid custom spawn filename to the event config.","&8[EliteMobs] &4Událost $event nemá nastavený spawnType! Přidej do konfigurace události platný název souboru vlastního spawnu."
"command_messages.eventNoValidBossesMessage","&8[EliteMobs] &4Event $event failed to start because none of its boss filenames are valid! Check that the bossFilenames in the event config point to existing custom boss files.","&8[EliteMobs] &4Událost $event se nepodařilo spustit, protože žádný z názvů souborů bossů není platný! Zkontroluj, že bossFilenames v konfiguraci události odkazují na existující soubory vlastních bossů."
"command_messages.eventQueuedMessage","&8[EliteMobs] Queued event $event for the next valid time it can spawn. &cThis might take a while depending on the start conditions of the event.","&8[EliteMobs] Událost $event byla zařazena do fronty na nejbližší platný čas spawnu. &cTo může chvíli trvat podle podmínek spuštění události."
"command_messages.farmingCapMessage","&c[EliteMobs] &7You're temporarily capped from earning rewards from natural elites in this area. Time until reset: &e$time &7seconds.","&c[EliteMobs] &7Dočasně máš omezené získávání odměn z přirozených elit v této oblasti. Čas do resetu: &e$time &7sekund."
"command_messages.farmingResetMessage","&a[EliteMobs] &7Your natural elite kill limit has been reset!","&a[EliteMobs] &7Tvůj limit zabití přirozených elit byl resetován!"
"command_messages.farmingWarningMessage","&c[EliteMobs] &7You've been farming natural elites too quickly! No drops or XP will be awarded. Spread out your farming area or wait for the timeout to reset. Time until reset: &e$time &7seconds.","&c[EliteMobs] &7Příliš rychle farmíš přirozené elity! Nebudou uděleny žádné dropy ani XP. Rozšiř oblast farmení nebo počkej na reset časovače. Čas do resetu: &e$time &7sekund."
"command_messages.filenameNotValidMessage","Filename $filename is not valid! Make sure you are writing the name of a configuration file in the custombosses folder!","Název souboru $filename není platný! Ujisti se, že zadáváš název konfiguračního souboru ve složce custombosses!"
"command_messages.gaveItemMessage","[EliteMobs] Successfully gave $player item $item","[EliteMobs] Úspěšně předán předmět $item hráči $player"
"command_messages.getTierCheatSwordMessage","&7The &cCHEAT SWORD &7has Sharpness 100 - use it only to skip fights!","&7&cCHEAT SWORD &7má Sharpness 100 - používej ho jen pro přeskočení soubojů!"
"command_messages.getTierGaveGearMessage","&aGave level $level test gear and set all skills to level $level.","&aPředáno testovací vybavení úrovně $level a všechny schopnosti nastaveny na úroveň $level."
"command_messages.getTierIronSwordMessage","&7Use the &fIron Sword &7for balanced damage testing.","&7Použij &fIron Sword &7pro vyvážené testování poškození."
"command_messages.helpHeaderMessage","Commands:","Příkazy:"
"command_messages.invalidAnchorPointMessage","&8[EliteMobs] &4Something went wrong and made the anchor point not valid!","&8[EliteMobs] &4Něco se pokazilo a kotevní bod není platný!"
"command_messages.invalidEliteTypeMessage","&8[EliteMobs] &cNot a valid entity type for EliteMobs!","&8[EliteMobs] &cNeplatný typ entity pro EliteMobs!"
"command_messages.invalidEntityTypeMessage","&8[EliteMobs] &4Entity type $type can't be an Elite!","&8[EliteMobs] &4Typ entity $type nemůže být Elite!"
"command_messages.invalidEventMessage","&8[EliteMobs] &4Event $event is not valid! Make sure the event file exists, is enabled and has eventType set to TIMED.","&8[EliteMobs] &4Událost $event není platná! Ujisti se, že soubor události existuje, je povolen a má eventType nastavený na TIMED."
"command_messages.invalidItemFilenameMessage","&8[EliteMobs] &cFile name $filename is not a valid custom item file name!","&8[EliteMobs] &cNázev souboru $filename není platný název souboru vlastního předmětu!"
"command_messages.invalidMinidungeonMessage","&8[EliteMobs] &4Minidungeons name $name isn't valid!","&8[EliteMobs] &4Název minidungeonu $name není platný!"
"command_messages.invalidNpcFilenameMessage","[EliteMobs] Invalid NPC filename.","[EliteMobs] Neplatný název souboru NPC."
"command_messages.invalidPlayerForItemMessage","&8[EliteMobs] &cTried to give item to invalid player!","&8[EliteMobs] &cPokus o předání předmětu neplatnému hráči!"
"command_messages.invalidPowerMessage","[EliteMobs] Power $power is not a valid power! Valid powers:","[EliteMobs] Schopnost $power není platná schopnost! Platné schopnosti:"
"command_messages.invalidTreasureChestFilename","&c[EliteMobs] Invalid Treasure Chest file name!","&c[EliteMobs] Neplatný název souboru Treasure Chest!"
"command_messages.killedEliteTypeMessage","&8[EliteMobs] &4Killed $count Elite $type.","&8[EliteMobs] &4Zabito $count Elite $type."
"command_messages.killedElitesMessage","&8[EliteMobs] &4Killed $count Elite Mobs.","&8[EliteMobs] &4Zabito $count Elite Mobs."
"command_messages.languageDownloadFailedMessage","&cFailed to download $language.csv. Language not changed.","&cNepodařilo se stáhnout $language.csv. Jazyk nebyl změněn."
"command_messages.languageDownloadSuccessMessage","&2Downloaded $language.csv successfully.","&2Soubor $language.csv byl úspěšně stažen."
"command_messages.languageDownloadingMessage","&eDownloading $language.csv...","&eStahuji $language.csv..."
"command_messages.languageGenerateFailedMessage","&cFailed to generate custom.csv. Language not changed.","&cNepodařilo se vygenerovat custom.csv. Jazyk nebyl změněn."
"command_messages.languageGenerateSuccessMessage","&2Generated custom.csv! Edit it to customize text or add translations.","&2Vygenerován custom.csv! Uprav ho pro přizpůsobení textu nebo přidání překladů."
"command_messages.languageGeneratingCustomMessage","&eGenerating custom.csv template...","&eVytvářím šablonu custom.csv..."
"command_messages.languageListPrefix","  - ","  - "
"command_messages.languageNotFoundMessage","&cLanguage not found. Valid options:","&cJazyk nebyl nalezen. Platné možnosti:"
"command_messages.languageSetCustomMessage","&2Language set to custom! &eEdit plugins/EliteMobs/translations/custom.csv to customize text. New keys will be added automatically as the plugin runs.","&2Jazyk nastaven na custom! &eUprav plugins/EliteMobs/translations/custom.csv pro přizpůsobení textu. Nové klíče se budou přidávat automaticky při běhu pluginu."
"command_messages.languageSetEnglishMessage","&2Language set to English! Using plugin defaults.","&2Jazyk nastaven na English! Používají se výchozí hodnoty pluginu."
"command_messages.languageSetMessage","&2Language set to $language! &eTranslations are community-managed. Use at your own discretion.","&2Jazyk nastaven na $language! &ePřeklady spravuje komunita. Používej je podle vlastního uvážení."
"command_messages.leashRadiusFailedMessage","&8[EliteMobs] &4Failed set the leash radius! Was the boss a valid regional boss?","&8[EliteMobs] &4Nepodařilo se nastavit radius vodítka! Byl boss platný regionální boss?"
"command_messages.lootGreedMessage","$player &2has selected greed for $item!","$player &2zvolil chamtivost pro $item!"
"command_messages.lootNeedMessage","$player &chas selected need for $item!","$player &czvolil potřebu pro $item!"
"command_messages.lootStatsAttackSpeed","Item attack speed: ","Rychlost útoku předmětu: "
"command_messages.lootStatsBonusEdps","Item bonus EDPS: ","Bonusové EDPS předmětu: "
"command_messages.lootStatsDamage","Item damage: ","Poškození předmětu: "
"command_messages.lootStatsEdps","Item EDPS: ","EDPS předmětu: "
"command_messages.lootStatsHeader","[EliteMobs] Item Stats:","[EliteMobs] Statistiky předmětu:"
"command_messages.lootStatsLevel","Item level: ","Úroveň předmětu: "
"command_messages.lootVoteMessage","&8[EliteMobs] &6Loot vote! Click ","&8[EliteMobs] &6Hlasování o Kořist! Pro hlasování o $count předmětech použij &9/em loot &6!""command_messages.lootVoteMessageSuffix"
"command_messages.lootVoteMessageSuffix"," &6to vote on $count items!"," &6pro hlasování o $count předmětech!"
